Username,Platform,Followers,Engagement Rate,Location,Industry,Contact Email,Campaign ROI,Ad Cost (USD)
Reem_Al-Sabah_7607,TikTok,995922,9.866742776444212,Bahrain,Fashion,reem.al-sabah.7607@example.com,15,4350.904698449519
Hassan_Al-Hashimi_2942,TikTok,221774,1.158548246302063,UAE,Food,hassan.al-hashimi.2942@example.com,17,26218.072110670033
Yousef_Al-Sabah_4550,TikTok,108774,2.477259051635645,UAE,Entertainment,yousef.al-sabah.4550@example.com,11,22044.164714197865
Layla_Al-Salem_1450,TikTok,918499,4.385891065113751,Qatar,Food,layla.al-salem.1450@example.com,13,39106.06024601693
Aisha_Al-Mubarak_8167,TikTok,274658,8.67268557908122,Qatar,Fashion,aisha.al-mubarak.8167@example.com,28,32635.181222353553
Layla_Al-Sabah_8407,TikTok,991018,5.183801712010263,Kuwait,Beauty,layla.al-sabah.8407@example.com,17,45003.010381787695
Omar_Al-Sabah_5234,TikTok,651749,8.64899886021749,Bahrain,Fashion,omar.al-sabah.5234@example.com,29,7210.706696496744
Reem_Al-Mubarak_12,TikTok,681812,1.4239570271163597,UAE,Fashion,reem.al-mubarak.12@example.com,22,39026.46545507453
Sara_Al-Thani_5593,TikTok,750484,1.5549575007841436,Bahrain,Tech,sara.al-thani.5593@example.com,23,37014.441798840955
Mariam_Al-Salem_9362,TikTok,280024,3.2797886711000364,Bahrain,Sports,mariam.al-salem.9362@example.com,12,16568.208876927303
Hassan_Al-Thani_8918,TikTok,204057,1.92987402802768,Kuwait,Beauty,hassan.al-thani.8918@example.com,27,20953.38135132108
Mohammed_Al-Sharif_7597,TikTok,53056,5.698523573213204,Bahrain,Tech,mohammed.al-sharif.7597@example.com,12,46289.8532067018
Mariam_Al-Zahrani_7133,TikTok,179618,1.8796095246561912,Saudi Arabia,Sports,mariam.al-zahrani.7133@example.com,11,8776.202313294343
Khaled_Al-Jaber_5874,TikTok,518518,6.034314360902864,Oman,Beauty,khaled.al-jaber.5874@example.com,13,33487.918016462485
Layla_Al-Jaber_7940,TikTok,777396,7.625699305967343,Qatar,Tech,layla.al-jaber.7940@example.com,15,23036.50672139441
Mariam_Al-Salem_8952,TikTok,367943,0.5740367596329204,Saudi Arabia,Travel,mariam.al-salem.8952@example.com,26,39758.922940881486
Noor_Al-Jaber_7790,TikTok,672258,4.75082021135639,Kuwait,Tech,noor.al-jaber.7790@example.com,24,14560.02299804185
Abdullah_Al-Sabah_1366,TikTok,717265,5.528851686713607,UAE,Tech,abdullah.al-sabah.1366@example.com,22,43885.73006072298
Sara_Al-Hashimi_9,TikTok,911970,9.672219441969533,Saudi Arabia,Lifestyle,sara.al-hashimi.9@example.com,18,21424.30116899049
Reem_Al-Hashimi_6377,TikTok,414862,4.023918362998429,Qatar,Fashion,reem.al-hashimi.6377@example.com,20,12045.302039202092
Hassan_Al-Mutawa_8498,TikTok,533406,9.314165961886536,Kuwait,Travel,hassan.al-mutawa.8498@example.com,24,15352.560740103416
Layla_Al-Hashimi_2447,TikTok,854288,6.688961688056874,Bahrain,Food,layla.al-hashimi.2447@example.com,10,21340.684483318688
Ali_Al-Zahrani_3192,TikTok,632957,2.0386120632451363,UAE,Entertainment,ali.al-zahrani.3192@example.com,21,42572.76665611114
Ahmed_Al-Said_5645,TikTok,353976,9.18837764153174,Kuwait,Sports,ahmed.al-said.5645@example.com,25,37127.275385118446
Noor_Al-Sabah_5762,TikTok,974237,4.5721705547739475,Qatar,Tech,noor.al-sabah.5762@example.com,11,17051.121395248825
Khaled_Al-Jaber_5302,TikTok,843209,4.675757868327818,UAE,Travel,khaled.al-jaber.5302@example.com,28,8552.998669908153
Reem_Al-Hashimi_9756,TikTok,76939,1.6253614837218535,Bahrain,Beauty,reem.al-hashimi.9756@example.com,11,14241.941575826664
Hassan_Al-Mutawa_1939,TikTok,49683,1.025496004172276,UAE,Beauty,hassan.al-mutawa.1939@example.com,11,35495.509165588206
Abdullah_Al-Mubarak_3485,TikTok,363241,0.2765892711519176,Saudi Arabia,Lifestyle,abdullah.al-mubarak.3485@example.com,26,48499.81516390237
Mariam_Al-Hashimi_9364,TikTok,593377,9.30641718615367,Bahrain,Fashion,mariam.al-hashimi.9364@example.com,27,11049.527853753987
Layla_Al-Sharif_1900,TikTok,896503,1.4913116717149544,Bahrain,Sports,layla.al-sharif.1900@example.com,17,11769.404419772121
Khaled_Al-Maktoum_6668,TikTok,256517,5.541187984419712,Qatar,Sports,khaled.al-maktoum.6668@example.com,19,11883.509808333087
Hassan_Al-Maktoum_9466,TikTok,123745,2.084940702692371,Bahrain,Tech,hassan.al-maktoum.9466@example.com,29,44684.47926485108
Mohammed_Al-Salem_7868,TikTok,149751,9.467748456601962,UAE,Food,mohammed.al-salem.7868@example.com,23,7861.653818616416
Ahmed_Al-Mubarak_719,TikTok,172914,6.4391376527569175,Kuwait,Food,ahmed.al-mubarak.719@example.com,21,11885.344499785579
Yousef_Al-Mubarak_3588,TikTok,941422,7.2895464910535415,Oman,Entertainment,yousef.al-mubarak.3588@example.com,18,19849.21325039874
Omar_Al-Mubarak_714,TikTok,418609,7.560206361854584,Qatar,Entertainment,omar.al-mubarak.714@example.com,18,46174.905918361605
Layla_Al-Hashimi_7785,TikTok,616644,5.23158746909911,Bahrain,Lifestyle,layla.al-hashimi.7785@example.com,29,41425.12902916716
Ahmed_Al-Jaber_1323,TikTok,273178,9.493805870807279,Oman,Entertainment,ahmed.al-jaber.1323@example.com,18,37107.76933610732
Fatima_Al-Qasimi_4753,TikTok,618043,1.3880017912817453,Bahrain,Beauty,fatima.al-qasimi.4753@example.com,10,11178.334385793069
Abdullah_Al-Thani_4218,TikTok,600694,2.495176508853445,Qatar,Travel,abdullah.al-thani.4218@example.com,14,6339.867645499401
Mariam_Al-Said_4832,TikTok,918519,2.6614715212243722,UAE,Sports,mariam.al-said.4832@example.com,10,22353.01858792928
Mohammed_Al-Qasimi_623,TikTok,837750,6.128558557672756,Saudi Arabia,Lifestyle,mohammed.al-qasimi.623@example.com,17,1605.9583641169347
Omar_Al-Mutawa_2449,TikTok,490642,0.6682508670652659,Oman,Sports,omar.al-mutawa.2449@example.com,25,37635.65728536745
Sara_Al-Jaber_5551,TikTok,191476,5.8307189526861185,UAE,Sports,sara.al-jaber.5551@example.com,28,40642.60363397294
Ali_Al-Maktoum_968,TikTok,979902,8.173814195385559,Saudi Arabia,Sports,ali.al-maktoum.968@example.com,11,8233.702673101936
Hassan_Al-Maktoum_2625,TikTok,281214,9.788367801196555,Saudi Arabia,Entertainment,hassan.al-maktoum.2625@example.com,27,45778.592874066046
Reem_Al-Thani_3711,TikTok,442812,8.367593400193583,Bahrain,Sports,reem.al-thani.3711@example.com,12,46778.73428463822
Fatima_Al-Sharif_410,TikTok,735228,1.1004740818492715,UAE,Beauty,fatima.al-sharif.410@example.com,27,46135.94648415838
Omar_Al-Zahrani_4257,TikTok,807578,2.710677482133176,Qatar,Travel,omar.al-zahrani.4257@example.com,10,24908.289225071443
Mohammed_Al-Thani_1137,TikTok,310198,7.718728977081644,Bahrain,Lifestyle,mohammed.al-thani.1137@example.com,21,21988.988877044343
Fatima_Al-Hashimi_4104,TikTok,825012,8.687087479047118,Saudi Arabia,Tech,fatima.al-hashimi.4104@example.com,20,39034.15064833734
Ahmed_Al-Qasimi_121,TikTok,979252,6.092351680742253,Qatar,Sports,ahmed.al-qasimi.121@example.com,15,17273.106246577463
Sara_Al-Sabah_9046,TikTok,320186,1.6160681859676325,Oman,Sports,sara.al-sabah.9046@example.com,10,8404.293320667992
Fatima_Al-Mutawa_2773,TikTok,961470,5.2328296212552186,UAE,Tech,fatima.al-mutawa.2773@example.com,13,7782.1249620751705
Mariam_Al-Zahrani_2189,TikTok,905901,6.1636515239161636,Qatar,Fashion,mariam.al-zahrani.2189@example.com,21,13264.831990767068
Omar_Al-Hassan_7262,TikTok,881885,2.3925790355597782,UAE,Lifestyle,omar.al-hassan.7262@example.com,17,15749.739948855917
Aisha_Al-Hashimi_7076,TikTok,28695,6.5391804784110406,UAE,Sports,aisha.al-hashimi.7076@example.com,29,12217.532894091582
Reem_Al-Jaber_4739,TikTok,606527,8.325645583611266,UAE,Sports,reem.al-jaber.4739@example.com,14,10612.189617473014
Yousef_Al-Zahrani_7333,TikTok,332007,1.2454006082897873,Bahrain,Tech,yousef.al-zahrani.7333@example.com,11,28766.28525723147
Omar_Al-Maktoum_6918,TikTok,470123,9.19265284218741,Kuwait,Lifestyle,omar.al-maktoum.6918@example.com,25,11021.245466390208
Noor_Al-Hashimi_7540,TikTok,254412,8.112006993115815,Oman,Travel,noor.al-hashimi.7540@example.com,20,27770.369871237202
Aisha_Al-Said_5680,TikTok,997166,2.648060718506444,Saudi Arabia,Sports,aisha.al-said.5680@example.com,16,5549.937890646242
Sara_Al-Khalifa_1897,TikTok,239155,6.548366411021144,UAE,Entertainment,sara.al-khalifa.1897@example.com,23,4164.331052577456
Hassan_Al-Mutawa_598,TikTok,807076,5.105048507720063,Oman,Food,hassan.al-mutawa.598@example.com,11,10203.778285347134
Sara_Al-Said_2268,TikTok,282003,2.281846222056781,Oman,Entertainment,sara.al-said.2268@example.com,11,3101.7989535275965
Noor_Al-Mubarak_7198,TikTok,510940,3.6734165769961122,Bahrain,Lifestyle,noor.al-mubarak.7198@example.com,13,38393.24418014824
Mohammed_Al-Maktoum_3808,TikTok,297555,3.561884060169519,Bahrain,Fashion,mohammed.al-maktoum.3808@example.com,14,24437.445309394192
Hassan_Al-Zahrani_8879,TikTok,472306,2.8791562696717223,Qatar,Sports,hassan.al-zahrani.8879@example.com,29,24656.711911496794
Yousef_Al-Mubarak_5979,TikTok,13688,8.122668406954904,Saudi Arabia,Fashion,yousef.al-mubarak.5979@example.com,14,26351.130357044
Mohammed_Al-Mutawa_6648,TikTok,617149,7.516452787156602,UAE,Lifestyle,mohammed.al-mutawa.6648@example.com,11,10332.256030606357
Reem_Al-Hassan_6024,TikTok,310894,6.224506543142018,UAE,Travel,reem.al-hassan.6024@example.com,19,16404.63735271467
Noor_Al-Salem_2711,TikTok,726167,0.3517988116553421,UAE,Beauty,noor.al-salem.2711@example.com,24,23690.985979700214
Reem_Al-Qasimi_9094,TikTok,665411,6.642976456891358,Qatar,Beauty,reem.al-qasimi.9094@example.com,23,32851.29641454873
Omar_Al-Jaber_5762,TikTok,499128,1.2615568243034294,Bahrain,Beauty,omar.al-jaber.5762@example.com,14,43436.13306267637
Hassan_Al-Sharif_9996,TikTok,472712,5.3186757926801995,Bahrain,Entertainment,hassan.al-sharif.9996@example.com,26,8496.285507423578
Aisha_Al-Said_4140,TikTok,537944,9.94507260114719,UAE,Lifestyle,aisha.al-said.4140@example.com,24,2763.8413919185286
Abdullah_Al-Qasimi_4319,TikTok,684691,1.7960499356036053,UAE,Sports,abdullah.al-qasimi.4319@example.com,11,35319.3633532727
Mohammed_Al-Maktoum_3690,TikTok,596736,9.605402821190768,Bahrain,Beauty,mohammed.al-maktoum.3690@example.com,18,21872.76995631033
Aisha_Al-Sabah_2999,TikTok,241478,1.483191850924895,Bahrain,Lifestyle,aisha.al-sabah.2999@example.com,27,16361.007603660359
Fatima_Al-Mubarak_3618,TikTok,292999,4.858431722080392,UAE,Lifestyle,fatima.al-mubarak.3618@example.com,16,43265.13486242522
Fatima_Al-Qasimi_6110,TikTok,5725,9.77615999911714,Oman,Tech,fatima.al-qasimi.6110@example.com,27,37789.18318616307
Ahmed_Al-Zahrani_5692,TikTok,785203,1.9644538720661668,Oman,Entertainment,ahmed.al-zahrani.5692@example.com,12,38094.26145096886
Mohammed_Al-Mutawa_7012,TikTok,399667,2.252279749806487,Bahrain,Tech,mohammed.al-mutawa.7012@example.com,13,4201.351227850548
Ahmed_Al-Salem_9502,TikTok,205128,2.5455024666543786,Qatar,Tech,ahmed.al-salem.9502@example.com,17,30638.31531431481
Mohammed_Al-Sharif_3582,TikTok,983948,6.2841089939763135,Saudi Arabia,Travel,mohammed.al-sharif.3582@example.com,23,35970.217891553715
Sara_Al-Said_8338,TikTok,994154,1.0478371170179488,Qatar,Fashion,sara.al-said.8338@example.com,11,26626.612952593547
Abdullah_Al-Zahrani_975,TikTok,702460,7.014713676465854,Saudi Arabia,Tech,abdullah.al-zahrani.975@example.com,23,9204.55740630095
Omar_Al-Mubarak_574,TikTok,506708,2.8692725862819097,Bahrain,Fashion,omar.al-mubarak.574@example.com,10,16922.776605696177
Sara_Al-Qasimi_250,TikTok,263507,0.884609914839562,Bahrain,Food,sara.al-qasimi.250@example.com,21,9053.593118580333
Reem_Al-Saud_3181,TikTok,117142,2.539971705992326,Oman,Fashion,reem.al-saud.3181@example.com,26,23252.089160294938
Mariam_Al-Thani_4185,TikTok,311215,8.40999739565384,Qatar,Tech,mariam.al-thani.4185@example.com,24,33539.53923650457
Ahmed_Al-Saud_1169,TikTok,531539,4.736645914766647,UAE,Lifestyle,ahmed.al-saud.1169@example.com,18,45905.87724625748
Yousef_Al-Khalifa_2826,TikTok,475075,8.022417267645546,Bahrain,Travel,yousef.al-khalifa.2826@example.com,22,48139.03234243841
Abdullah_Al-Jaber_9950,TikTok,582272,4.608241552518386,Qatar,Lifestyle,abdullah.al-jaber.9950@example.com,23,48864.16959193866
Noor_Al-Sabah_4563,TikTok,232100,0.39587556373334354,Oman,Fashion,noor.al-sabah.4563@example.com,21,3456.061651419431
Omar_Al-Hassan_9953,TikTok,693580,9.813564418443075,Kuwait,Beauty,omar.al-hassan.9953@example.com,25,26294.787115089817
Mohammed_Al-Said_2274,TikTok,313044,4.195755792614106,Bahrain,Food,mohammed.al-said.2274@example.com,26,8860.893768496433
Abdullah_Al-Hassan_8340,TikTok,796834,0.2975105388478862,Qatar,Entertainment,abdullah.al-hassan.8340@example.com,18,30410.238763889905
Khaled_Al-Saud_2772,TikTok,497515,3.557353860707604,Oman,Sports,khaled.al-saud.2772@example.com,23,11789.760618360062
Reem_Al-Hassan_7714,TikTok,827852,1.2694345746049387,Oman,Beauty,reem.al-hassan.7714@example.com,11,20913.052745814653
Noor_Al-Sabah_5409,TikTok,622873,7.729978870072912,Kuwait,Sports,noor.al-sabah.5409@example.com,10,19423.38434936604
Khaled_Al-Hashimi_8495,TikTok,493627,1.6249149949777977,Saudi Arabia,Lifestyle,khaled.al-hashimi.8495@example.com,29,39771.213508226356
Sara_Al-Said_9375,TikTok,468850,7.41907977311578,Saudi Arabia,Beauty,sara.al-said.9375@example.com,18,30819.522911568074
Mohammed_Al-Salem_5878,TikTok,604195,0.5479613534629256,UAE,Fashion,mohammed.al-salem.5878@example.com,23,23475.735428081778
Mohammed_Al-Sabah_2326,TikTok,799346,9.206425731191375,Bahrain,Travel,mohammed.al-sabah.2326@example.com,27,7687.951653475022
Hassan_Al-Hassan_7625,TikTok,979723,3.7796001471677236,Oman,Food,hassan.al-hassan.7625@example.com,21,1948.1421697268565
Ahmed_Al-Sharif_3644,TikTok,221291,5.9961937046800164,Qatar,Sports,ahmed.al-sharif.3644@example.com,10,34818.27262223551
Noor_Al-Hashimi_5888,TikTok,523130,8.487223358111653,Kuwait,Tech,noor.al-hashimi.5888@example.com,27,7049.531972308104
Mohammed_Al-Sharif_2523,TikTok,213559,0.8918039110552032,UAE,Fashion,mohammed.al-sharif.2523@example.com,10,9069.141384358536
Fatima_Al-Khalifa_3581,TikTok,124607,1.259460521583357,Bahrain,Lifestyle,fatima.al-khalifa.3581@example.com,25,3661.5254318243906
Noor_Al-Sabah_7427,TikTok,117813,8.633215610515037,Oman,Food,noor.al-sabah.7427@example.com,16,38616.06022091005
Khaled_Al-Mutawa_7732,TikTok,137305,8.006465500016667,Qatar,Beauty,khaled.al-mutawa.7732@example.com,23,44650.43345799386
Ahmed_Al-Sabah_9874,TikTok,133603,4.253875857665283,Kuwait,Fashion,ahmed.al-sabah.9874@example.com,17,39962.90516505353
Omar_Al-Maktoum_8442,TikTok,507714,4.50810149387828,Bahrain,Entertainment,omar.al-maktoum.8442@example.com,18,31872.505053429162
Sara_Al-Maktoum_8262,TikTok,660269,4.024332052790486,Kuwait,Fashion,sara.al-maktoum.8262@example.com,12,28690.434742417354
Ahmed_Al-Maktoum_6920,TikTok,688908,0.9365429320353315,Qatar,Sports,ahmed.al-maktoum.6920@example.com,10,21538.113061533342
Sara_Al-Hashimi_8598,TikTok,56009,3.3214013838112746,Saudi Arabia,Fashion,sara.al-hashimi.8598@example.com,28,24772.68490793052
Mariam_Al-Zahrani_1084,TikTok,524783,2.929072889385624,Saudi Arabia,Travel,mariam.al-zahrani.1084@example.com,25,12089.774301219039
Fatima_Al-Jaber_6194,TikTok,918546,0.5118357761563562,UAE,Sports,fatima.al-jaber.6194@example.com,18,42108.86416927376
Ahmed_Al-Mutawa_3102,TikTok,9816,0.10391629773387934,UAE,Tech,ahmed.al-mutawa.3102@example.com,15,5300.7365930793185
Fatima_Al-Sharif_4443,TikTok,106152,4.602333791614622,UAE,Beauty,fatima.al-sharif.4443@example.com,19,2064.8204109706403
Reem_Al-Saud_8261,TikTok,263423,6.089473655036626,UAE,Travel,reem.al-saud.8261@example.com,20,42231.91736815345
Abdullah_Al-Sabah_3948,TikTok,60174,4.123585533144104,Oman,Entertainment,abdullah.al-sabah.3948@example.com,23,23810.196308947987
Abdullah_Al-Saud_4184,TikTok,307956,5.863214472947413,UAE,Lifestyle,abdullah.al-saud.4184@example.com,16,8132.614951570462
Layla_Al-Khalifa_496,TikTok,919939,5.455826561716784,Oman,Beauty,layla.al-khalifa.496@example.com,23,18426.963589010636
Omar_Al-Sabah_7406,TikTok,468911,3.304576944107178,Kuwait,Fashion,omar.al-sabah.7406@example.com,19,24935.080284493593
Layla_Al-Jaber_5744,TikTok,920405,1.4144821643868162,Kuwait,Sports,layla.al-jaber.5744@example.com,17,35141.08153816544
Mariam_Al-Hassan_6095,TikTok,797872,4.3233179761184,Saudi Arabia,Sports,mariam.al-hassan.6095@example.com,29,17109.4437079367
Mariam_Al-Sabah_5537,TikTok,362528,0.8940601338542885,Bahrain,Beauty,mariam.al-sabah.5537@example.com,26,20334.66186230707
Mariam_Al-Thani_4289,TikTok,500566,2.057924514843424,Bahrain,Sports,mariam.al-thani.4289@example.com,13,7160.8899927753755
Omar_Al-Hassan_445,TikTok,375054,4.954403593983535,Bahrain,Travel,omar.al-hassan.445@example.com,24,36047.264442203246
Mohammed_Al-Sabah_4804,TikTok,809557,1.8974144810798463,Kuwait,Sports,mohammed.al-sabah.4804@example.com,11,48864.309880972425
Ali_Al-Qasimi_9983,TikTok,929789,1.3928604933008693,Saudi Arabia,Fashion,ali.al-qasimi.9983@example.com,18,32195.56230922666
Ahmed_Al-Mubarak_6814,TikTok,732235,0.3716642811425581,Oman,Lifestyle,ahmed.al-mubarak.6814@example.com,15,29592.735612706627
Omar_Al-Khalifa_277,TikTok,215196,3.1239031125746437,Oman,Travel,omar.al-khalifa.277@example.com,18,15013.690851897358
Fatima_Al-Hashimi_5600,TikTok,941936,4.558276050844849,Oman,Food,fatima.al-hashimi.5600@example.com,21,46814.76458235108
Hassan_Al-Thani_6190,TikTok,768145,2.733447702312499,Kuwait,Tech,hassan.al-thani.6190@example.com,20,45944.3236603825
Mohammed_Al-Zahrani_7987,TikTok,580693,1.311158762201832,Saudi Arabia,Lifestyle,mohammed.al-zahrani.7987@example.com,15,40997.32724072633
Reem_Al-Thani_8174,TikTok,407818,7.181784862707461,Saudi Arabia,Entertainment,reem.al-thani.8174@example.com,29,16082.633874982972
Hassan_Al-Sharif_9153,TikTok,242185,2.8195951080044637,Bahrain,Fashion,hassan.al-sharif.9153@example.com,24,8338.508605803821
Khaled_Al-Sabah_4665,TikTok,714937,0.7535770619035493,UAE,Entertainment,khaled.al-sabah.4665@example.com,15,8270.085224199487
Noor_Al-Maktoum_4461,TikTok,853597,8.754882530616483,UAE,Sports,noor.al-maktoum.4461@example.com,13,21699.116019944213
Reem_Al-Qasimi_7799,TikTok,813804,9.814979548786658,Kuwait,Travel,reem.al-qasimi.7799@example.com,15,21558.762406312973
Reem_Al-Sabah_9316,TikTok,547365,4.5341618285948835,Bahrain,Entertainment,reem.al-sabah.9316@example.com,25,9941.804074955013
Khaled_Al-Hashimi_9210,TikTok,855020,7.031692706193231,Saudi Arabia,Entertainment,khaled.al-hashimi.9210@example.com,13,44350.33626751359
Ahmed_Al-Salem_9414,TikTok,368448,0.3350568463589042,UAE,Food,ahmed.al-salem.9414@example.com,24,30205.84389291656
Abdullah_Al-Qasimi_5753,TikTok,929192,3.648442137845805,Bahrain,Tech,abdullah.al-qasimi.5753@example.com,28,15245.90483630408
Reem_Al-Mutawa_1611,TikTok,488616,5.882535113894477,Kuwait,Food,reem.al-mutawa.1611@example.com,27,11230.189187056701
Noor_Al-Saud_1606,TikTok,607722,7.680245200918879,Qatar,Fashion,noor.al-saud.1606@example.com,24,46869.600257563754
Ahmed_Al-Mubarak_4220,TikTok,451873,0.6489582917292385,Kuwait,Entertainment,ahmed.al-mubarak.4220@example.com,13,10847.89403847582
Khaled_Al-Hassan_2354,TikTok,406835,0.24845472911896474,Bahrain,Tech,khaled.al-hassan.2354@example.com,21,26047.568683050547
Abdullah_Al-Sharif_1630,TikTok,814809,3.024439387687982,Saudi Arabia,Sports,abdullah.al-sharif.1630@example.com,12,31203.34331087335
Ali_Al-Maktoum_2713,TikTok,577207,6.054028260685188,Saudi Arabia,Fashion,ali.al-maktoum.2713@example.com,21,34219.381343708665
Layla_Al-Qasimi_901,TikTok,360099,4.405963562371569,UAE,Beauty,layla.al-qasimi.901@example.com,10,33252.23686468727
Aisha_Al-Thani_2707,TikTok,664695,2.8411482840885425,Bahrain,Beauty,aisha.al-thani.2707@example.com,13,39957.48587265578
Hassan_Al-Saud_3804,TikTok,278422,4.881031823048651,Oman,Lifestyle,hassan.al-saud.3804@example.com,15,23265.45092697268
Khaled_Al-Mubarak_1233,TikTok,228586,5.990629939721156,Saudi Arabia,Tech,khaled.al-mubarak.1233@example.com,19,18606.454967426256
Mariam_Al-Mubarak_107,TikTok,95330,5.555283398720617,Oman,Travel,mariam.al-mubarak.107@example.com,20,14554.33576876387
Ahmed_Al-Said_8678,TikTok,605957,3.9530505529470084,Oman,Entertainment,ahmed.al-said.8678@example.com,12,43200.771463048826
Khaled_Al-Maktoum_1415,TikTok,417782,9.926485445000074,Saudi Arabia,Tech,khaled.al-maktoum.1415@example.com,23,17542.951818469595
Khaled_Al-Saud_9164,TikTok,161777,2.71086756894582,Bahrain,Fashion,khaled.al-saud.9164@example.com,22,16159.689790004764
Ahmed_Al-Hassan_7871,TikTok,957547,9.72989996309799,Oman,Entertainment,ahmed.al-hassan.7871@example.com,20,2984.8557557078075
Mohammed_Al-Jaber_6472,TikTok,316707,4.124528261879996,UAE,Food,mohammed.al-jaber.6472@example.com,15,17590.327911027573
